,Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
88,45287086,2020-01-01 00:24:00,2020-01-03 12:00:00,DSNY,A - Manhattan,Dirty Conditions,E1 Improper Disposal,Sidewalk,10009.0,725 FRANKLIN D ROOSEVELT DRIVE,FRANKLIN D ROOSEVELT DRIVE,EAST 6 ST PED BR OVER FDR DRV,EAST 6 STREET,,,ADDRESS,NEW YORK,,,Closed,,The Department of Sanitation investigated this complaint and found no violation at the location.,01/03/2020 12:00:00 PM,03 MANHATTAN,1003560001.0,MANHATTAN,991232.0,202073.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72131766913776,-73.97481169748649,"(40.72131766913776, -73.97481169748649)"
89,45278189,2020-01-01 00:24:06,2020-01-01 04:24:53,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10002.0,40 MARKET STREET,MARKET STREET,HENRY STREET,MADISON STREET,HENRY STREET,MADISON STREET,,NEW YORK,MARKET STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 04:24:54 AM,03 MANHATTAN,1002750027.0,MANHATTAN,985812.0,198829.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.712416284208565,-73.99436567260881,"(40.71241628420856, -73.99436567260881)"
90,45283192,2020-01-01 00:24:20,2020-01-01 09:33:15,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11372.0,34-40 92 STREET,92 STREET,34 AVENUE,35 AVENUE,34 AVENUE,35 AVENUE,,JACKSON HEIGHTS,92 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 09:33:17 AM,03 QUEENS,4014520023.0,QUEENS,1018727.0,213882.0,ONLINE,Unspecified,QUEENS,,,,,,,,40.75366599083544,-73.875560140576,"(40.753665990835444, -73.875560140576)"
91,45284741,2020-01-01 00:24:44,2020-01-01 02:59:06,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10031.0,501 WEST  139 STREET,WEST  139 STREET,AMSTERDAM AVENUE,HAMILTON PLACE,AMSTERDAM AVENUE,HAMILTON PLACE,,NEW YORK,WEST  139 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 02:59:08 AM,09 MANHATTAN,1020710029.0,MANHATTAN,997914.0,238598.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82156143682672,-73.95063141802162,"(40.82156143682672, -73.95063141802162)"
92,45281887,2020-01-01 00:24:55,2020-01-01 05:19:38,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,10465.0,274 BUTTRICK AVENUE,BUTTRICK AVENUE,HARDING AVENUE,MILES AVENUE,HARDING AVENUE,MILES AVENUE,,BRONX,BUTTRICK AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,01/01/2020 05:19:42 AM,10 BRONX,2055977501.0,BRONX,1032823.0,236367.0,PHONE,Unspecified,BRONX,,,,,,,,40.81531500112997,-73.82452015975329,"(40.81531500112997, -73.82452015975328)"
93,45286240,2020-01-01 00:25:00,2020-01-01 00:55:00,DOT,Department of Transportation,Traffic Signal Condition,LED Lense,,10468.0,,,,,JEROME AVENUE,MORRIS AVENUE,INTERSECTION,BRONX,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,01/01/2020 12:55:00 AM,07 BRONX,,BRONX,1013611.0,256626.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87100472847304,-73.89383862602342,"(40.87100472847304, -73.89383862602342)"
94,45282006,2020-01-01 00:25:38,2020-01-01 03:05:35,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10031.0,3628 BROADWAY,BROADWAY,WEST  149 STREET,WEST  150 STREET,WEST  149 STREET,WEST  150 STREET,,NEW YORK,BROADWAY,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:05:39 AM,09 MANHATTAN,1020810001.0,MANHATTAN,998537.0,241402.0,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.82925663237593,-73.94837452376649,"(40.82925663237593, -73.94837452376649)"
95,45280452,2020-01-01 00:25:50,2020-01-01 00:25:52,EDC,Economic Development Corporation,Noise - Helicopter,Other,Above Address,10016.0,247 EAST   28 STREET,EAST   28 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,,NEW YORK,EAST   28 STREET,,Closed,,,,06 MANHATTAN,1009090028.0,MANHATTAN,990018.0,209343.0,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7412729114436,-73.97918509839646,"(40.741272911443595, -73.97918509839646)"
96,45282737,2020-01-01 00:25:56,2020-01-01 00:50:55,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10309.0,25 WIRT AVENUE,WIRT AVENUE,HAMPTON PLACE,REDWOOD LOOP,HAMPTON PLACE,REDWOOD LOOP,,STATEN ISLAND,WIRT AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,01/01/2020 12:50:57 AM,03 STATEN ISLAND,5070487502.0,STATEN ISLAND,924546.0,139112.0,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.54830497285434,-74.21483100670822,"(40.54830497285434, -74.21483100670822)"
97,45279300,2020-01-01 00:25:56,2020-01-01 03:27:36,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10468.0,2525 UNIVERSITY AVENUE,UNIVERSITY AVENUE,WEST  190 STREET,WEST  192 STREET,WEST  190 STREET,WEST  192 STREET,,BRONX,UNIVERSITY AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:27:37 AM,07 BRONX,2032200096.0,BRONX,1011165.0,254867.0,PHONE,Unspecified,BRONX,,,,,,,,40.86618461014838,-73.90268975306806,"(40.86618461014838, -73.90268975306807)"
98,45280754,2020-01-01 00:26:07,2020-01-01 03:04:38,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10031.0,1833 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  150 STREET,WEST  151 STREET,WEST  150 STREET,WEST  151 STREET,,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,01/01/2020 03:04:39 AM,09 MANHATTAN,1020650001.0,MANHATTAN,999480.0,241246.0,PHONE,Unspecified,MANHATTAN,,,,,,,,40.82882688134843,-73.94496738776525,"(40.82882688134842, -73.94496738776525)"
99,45277699,2020-01-01 00:26:11,2020-01-01 13:08:37,NYPD,New York City Police Department,Blocked Driveway,No Access,,11368.0,33-32 98 STREET,98 STREET,NORTHERN BOULEVARD,34 AVENUE,NORTHERN BOULEVARD,34 AVENUE,,CORONA,98 STREET,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,01/01/2020 01:08:38 PM,03 QUEENS,4017120022.0,QUEENS,1020183.0,214900.0,PHONE,Unspecified,QUEENS,,,,,,,,40.756454341817076,-73.87029948147863,"(40.75645434181708, -73.87029948147863)"
